date,ground_no2,satellite_no2,curr_temp_celsius,curr_surface_net_solar_radiation,curr_surface_pressure,curr_boundary_layer_height,prev_temp_celsius,prev_surface_net_solar_radiation,prev_surface_pressure,prev_boundary_layer_height,prev_wind_dir
2019-01-01,37.05357142857143,0.0001793834696614643,6.679517182849724,652260.0528571429,100746.20071428572,325.21169142857144,3.0681086354441685,143936.33714285714,100821.66785714286,93.84846585714286,7
2019-01-02,14.711666666666668,4.467467032721753e-05,9.363441975911481,759865.4,100365.35906666666,1641.96,6.648969615589511,185497.172,100228.65966666667,924.6219933333334,7
2019-01-03,37.69,0.00018364646575828,8.340169270833355,734896.08,100195.9856,673.04354,3.337359619140648,183655.788,100289.82800000001,319.594072,6
2019-01-05,73.17083333333333,0.0003797555628696,8.454892306857662,747149.3683333333,99897.69233333333,245.35571416666667,2.041339319402544,158365.54750000002,100205.21291666666,87.92999166666665,8
2019-01-06,66.0,0.0003106351905253,14.665002441406273,752142.0,100376.65,641.286,6.720713667436102,183816.22,100432.51,229.343,7
2019-01-07,56.0875,0.00027783058057484375,9.300365702311222,745204.4568749999,100726.7125,269.56987125,3.676668912714201,182110.4675,100676.06625,95.020845,6
2019-01-09,24.067857142857143,4.7032174706158814e-05,9.572789946056572,682741.0992857143,98755.53428571428,1576.6813714285713,4.597384603921491,175381.07428571428,98977.59214285715,360.33478428571425,8
2019-01-10,42.8140625,0.0002257972237598518,9.390110905965193,797563.73375,99415.47275,941.8628,4.648316522078104,195633.81937500002,99403.26125,406.389070625,7
2019-01-11,49.445,0.00030233246858673,7.0196095784505435,765032.4,100085.974,309.731574,1.6120608243075512,193735.329,100066.846,94.3988204,7
2019-01-13,45.1625,0.00012217728875285,10.774143473307314,648357.44,98687.1,193.58052,4.935044167258545,169446.72,98689.055,86.74632,8
2019-01-14,19.5875,3.6843165608359694e-05,14.045126851399763,859288.1599999999,98841.10843749999,1218.6606525,8.3030606703325,201956.385625,98779.1465625,307.747183125,7
2019-01-15,47.5734375,0.00024122226741669515,11.481399154663109,834775.58625,99879.873125,308.813035,5.125998635725565,201849.1275,99857.0746875,108.529671875,8
2019-01-18,43.830555555555556,0.00015982707525673148,9.780615460431157,829571.9177777778,99395.29611111112,514.5555633333333,5.62671752313173,195598.40777777776,99415.22555555556,274.5121477777777,7
2019-01-20,36.86071428571428,0.00023099251734419284,6.538495454334099,901451.5242857143,99564.75,652.6567842857143,1.9085287515219385,203360.9364285714,99671.76142857142,95.04636135714286,7
2019-01-21,62.765,0.0002836606875771733,6.865403917100718,903601.2200000001,99750.54900000001,338.9562946666667,0.8333074396307045,215727.468,99832.374,68.58695293333334,8
